1,57,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,44,1.0,0.0
0,27,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0,0,40,0.0,1.0
0,46,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0,0,50,1.0,0.0
1,40,0.0,5.0,11.0,0.0,3.0,0.0,0.0,0,0,45,1.0,0.0
1,24,0.0,3.0,14.0,0.0,0.0,5.0,0.0,0,0,40,1.0,0.0
0,41,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1902,40,1.0,0.0
1,51,0.0,3.0,8.0,1.0,0.0,2.0,0.0,0,0,19,1.0,0.0
1,32,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
1,35,0.0,3.0,12.0,2.0,1.0,1.0,0.0,0,0,30,0.0,1.0
0,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,55,1.0,0.0
1,74,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0,0,17,1.0,0.0
0,56,1.0,2.0,2.0,0.0,3.0,0.0,0.0,15024,0,40,1.0,0.0
1,43,2.0,3.0,10.0,1.0,1.0,2.0,0.0,0,0,44,0.0,1.0
1,67,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0,0,24,0.0,1.0
1,43,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0,0,44,0.0,1.0
1,17,0.0,3.0,7.0,1.0,1.0,2.0,0.0,0,0,10,0.0,1.0
1,29,0.0,3.0,8.0,2.0,0.0,3.0,0.0,0,0,55,0.0,1.0
1,41,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0,0,30,1.0,0.0
1,32,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0,0,30,0.0,1.0
1,43,0.0,3.0,13.0,2.0,0.0,3.0,0.0,0,0,40,0.0,1.0
1,43,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0,0,40,1.0,0.0
1,27,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0,0,40,1.0,0.0
1,24,0.0,2.0,2.0,1.0,3.0,2.0,1.0,0,0,35,0.0,1.0
1,31,1.0,4.0,3.0,0.0,3.0,0.0,0.0,0,0,45,1.0,0.0
1,52,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0,0,40,0.0,1.0
1,34,0.0,3.0,7.0,2.0,1.0,1.0,0.0,0,0,35,0.0,1.0
1,46,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0,0,43,0.0,1.0
1,51,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,40,1.0,0.0
1,22,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,20,0.0,1.0
1,48,0.0,3.0,6.0,1.0,1.0,1.0,0.0,0,0,30,0.0,1.0
1,32,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0,0,45,0.0,1.0
1,53,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0,0,38,0.0,1.0
1,42,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,0,48,1.0,0.0
0,39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,48,1.0,0.0
1,30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,55,1.0,0.0
1,37,2.0,3.0,6.0,1.0,0.0,2.0,0.0,0,0,37,1.0,0.0
1,27,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0,0,56,0.0,1.0
1,76,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0,0,30,0.0,1.0
1,19,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,15,1.0,0.0
1,35,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0,0,60,1.0,0.0
0,57,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0,1902,40,1.0,0.0
1,19,0.0,3.0,12.0,1.0,1.0,2.0,0.0,0,0,18,0.0,1.0
0,40,1.0,4.0,9.0,1.0,2.0,1.0,0.0,0,0,60,1.0,0.0
1,20,0.0,3.0,12.0,2.0,1.0,1.0,0.0,0,0,10,0.0,1.0
1,23,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0,0,40,0.0,1.0
0,44,0.0,0.0,4.0,2.0,0.0,5.0,0.0,0,0,48,1.0,0.0
0,37,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,35,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0,0,40,1.0,0.0
0,54,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7298,0,50,1.0,0.0
1,19,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,49,1.0,0.0
1,45,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0,0,65,1.0,0.0
1,26,0.0,1.0,0.0,1.0,0.0,3.0,0.0,5721,0,40,1.0,0.0
0,43,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,49,1.0,0.0
0,25,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7298,0,84,1.0,0.0
0,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,68,0.0,3.0,13.0,1.0,1.0,1.0,0.0,0,0,22,1.0,0.0
0,37,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
0,34,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,40,1.0,0.0
1,71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,36,1.0,0.0
1,45,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0,0,27,0.0,1.0
1,54,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
0,35,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0,0,45,1.0,0.0
1,54,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0,0,38,0.0,1.0
0,31,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0,1887,40,1.0,0.0
1,35,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0,0,45,0.0,1.0
0,43,0.0,2.0,2.0,0.0,2.0,0.0,1.0,7688,0,40,1.0,0.0
1,47,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,24,0.0,3.0,7.0,1.0,1.0,1.0,0.0,0,0,15,0.0,1.0
1,23,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0,0,40,0.0,1.0
1,42,0.0,4.0,3.0,2.0,3.0,1.0,0.0,2354,0,16,0.0,1.0
1,30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,42,1.0,0.0
1,52,0.0,3.0,13.0,1.0,0.0,1.0,0.0,0,0,40,0.0,1.0
0,50,0.0,0.0,5.0,0.0,0.0,0.0,1.0,15024,0,45,1.0,0.0
1,50,0.0,2.0,2.0,2.0,3.0,2.0,4.0,0,0,40,0.0,1.0
1,47,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0,0,75,0.0,1.0
1,53,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0,0,20,1.0,0.0
1,27,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0,0,35,0.0,1.0
0,30,1.0,2.0,2.0,0.0,3.0,4.0,0.0,0,0,33,0.0,1.0
1,63,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0,0,40,0.0,1.0
0,34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,84,1.0,0.0
0,49,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0,0,40,1.0,0.0
1,18,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0,0,15,0.0,1.0
1,55,0.0,2.0,2.0,3.0,2.0,3.0,0.0,0,0,40,0.0,1.0
0,41,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0,1902,60,1.0,0.0
1,21,0.0,3.0,6.0,1.0,1.0,3.0,1.0,0,0,40,0.0,1.0
0,47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,48,1.0,0.0
1,24,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0,0,30,0.0,1.0
1,20,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,70,1.0,0.0
1,25,0.0,3.0,7.0,1.0,0.0,1.0,0.0,0,0,40,0.0,1.0
1,27,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,70,1.0,0.0
0,45,0.0,2.0,2.0,0.0,3.0,4.0,2.0,5178,0,40,0.0,1.0
1,24,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0,0,45,1.0,0.0
1,23,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,48,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0,0,32,0.0,1.0
1,37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3464,0,50,1.0,0.0
0,44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,35,1.0,0.0
0,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3103,0,70,1.0,0.0
1,51,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0,0,40,0.0,1.0
1,19,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0,0,99,1.0,0.0
1,35,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,40,1.0,0.0
1,27,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,60,0.0,1.0
1,21,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0,0,15,0.0,1.0
1,45,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0,0,40,0.0,1.0
1,40,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0,0,40,0.0,1.0
1,25,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,19,0.0,3.0,7.0,1.0,1.0,3.0,1.0,0,0,40,0.0,1.0
0,40,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0,0,50,1.0,0.0
1,19,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0,0,30,1.0,0.0
0,46,2.0,1.0,0.0,0.0,1.0,2.0,0.0,7298,0,40,0.0,1.0
1,18,0.0,3.0,13.0,1.0,0.0,2.0,0.0,0,0,40,1.0,0.0
0,37,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,60,1.0,0.0
1,45,1.0,0.0,1.0,1.0,1.0,5.0,1.0,0,0,40,1.0,0.0
0,30,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0,0,50,1.0,0.0
1,47,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0,48,1.0,0.0
1,35,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0,0,40,0.0,1.0
1,28,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2407,0,40,1.0,0.0
0,36,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0,0,40,0.0,1.0
1,30,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0,0,40,0.0,1.0
1,32,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,40,1.0,0.0
1,49,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0,0,40,0.0,1.0
1,43,0.0,2.0,2.0,2.0,0.0,5.0,0.0,0,0,40,1.0,0.0
0,37,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0,0,40,1.0,0.0
0,32,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0,1887,55,1.0,0.0
0,41,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0,0,40,1.0,0.0
1,32,0.0,3.0,8.0,1.0,0.0,1.0,0.0,0,0,15,0.0,1.0
1,24,0.0,3.0,15.0,1.0,0.0,2.0,0.0,0,0,30,0.0,1.0
0,46,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,48,1.0,0.0
1,31,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0,0,40,1.0,0.0
0,60,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0,2559,50,1.0,0.0
1,27,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0,0,40,0.0,1.0
1,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,33,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0,0,35,0.0,1.0
1,48,0.0,0.0,1.0,2.0,0.0,5.0,1.0,0,0,40,1.0,0.0
0,45,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,60,1.0,0.0
1,32,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0,0,40,0.0,1.0
1,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2885,0,40,1.0,0.0
0,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,50,1.0,0.0
1,20,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0,0,29,0.0,1.0
1,24,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,38,1.0,0.0
1,51,0.0,3.0,7.0,1.0,0.0,5.0,0.0,0,0,40,1.0,0.0
1,18,1.0,3.0,7.0,1.0,1.0,2.0,0.0,0,0,6,0.0,1.0
0,41,2.0,4.0,9.0,0.0,3.0,0.0,0.0,0,0,50,1.0,0.0
1,37,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0,0,47,1.0,0.0
1,69,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,30,1.0,0.0
1,27,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0,0,50,1.0,0.0
0,48,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0,0,50,1.0,0.0
1,45,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
0,34,1.0,2.0,2.0,0.0,3.0,4.0,0.0,0,0,45,0.0,1.0
0,57,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0,0,40,1.0,0.0
1,23,1.0,2.0,2.0,1.0,3.0,2.0,3.0,0,0,30,1.0,0.0
1,44,0.0,4.0,3.0,1.0,3.0,1.0,0.0,0,0,55,0.0,1.0
1,88,2.0,4.0,9.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,31,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3137,0,40,1.0,0.0
1,46,0.0,3.0,6.0,3.0,1.0,1.0,0.0,0,0,27,0.0,1.0
1,45,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0,0,40,0.0,1.0
0,52,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7688,0,55,1.0,0.0
1,35,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0,0,40,1.0,0.0
1,50,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0,0,40,0.0,1.0
1,22,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0,0,35,1.0,0.0
1,33,1.0,0.0,5.0,2.0,1.0,1.0,0.0,0,0,56,1.0,0.0
1,23,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
1,44,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0,0,40,0.0,1.0
0,49,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0,0,45,0.0,1.0
1,22,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0,0,20,1.0,0.0
1,48,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0,0,40,1.0,0.0
1,43,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1.0,0.0
0,75,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,35,1.0,0.0
1,45,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0,0,40,0.0,1.0
1,39,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,40,1.0,0.0
0,65,0.0,0.0,1.0,2.0,3.0,1.0,0.0,11678,0,50,1.0,0.0
0,44,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,44,1.0,0.0
0,45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,44,1.0,0.0
1,29,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0,0,40,1.0,0.0
1,19,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0,0,26,0.0,1.0
1,34,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,50,1.0,0.0
1,23,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0,0,40,0.0,1.0
1,40,0.0,3.0,10.0,1.0,0.0,1.0,0.0,0,0,45,1.0,0.0
1,23,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0,0,12,0.0,1.0
0,52,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,55,1.0,0.0
0,33,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,52,0.0,3.0,6.0,0.0,0.0,0.0,4.0,0,0,40,1.0,0.0
1,68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
0,38,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0,0,24,0.0,1.0
1,29,0.0,3.0,6.0,1.0,1.0,3.0,1.0,0,0,40,0.0,1.0
0,36,0.0,4.0,3.0,0.0,2.0,0.0,2.0,0,0,40,1.0,0.0
0,46,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0,0,80,1.0,0.0
1,55,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0,0,40,0.0,1.0
1,32,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0,0,40,1.0,0.0
0,51,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0,0,50,1.0,0.0
0,31,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,19,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0,0,50,0.0,1.0
1,26,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0,55,1.0,0.0
0,33,2.0,5.0,11.0,0.0,3.0,0.0,0.0,0,0,40,1.0,0.0
0,45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1.0,0.0
0,25,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,60,1.0,0.0
1,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
0,55,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0,1887,40,1.0,0.0
0,60,0.0,3.0,13.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
1,37,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0,0,52,0.0,1.0
0,28,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0,0,45,1.0,0.0
0,50,0.0,3.0,12.0,0.0,1.0,0.0,2.0,0,0,40,1.0,0.0
1,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,2179,40,1.0,0.0
1,55,2.0,4.0,3.0,0.0,1.0,0.0,0.0,2228,0,50,1.0,0.0
1,37,1.0,0.0,1.0,2.0,1.0,3.0,3.0,0,0,20,0.0,1.0
1,35,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2829,0,45,1.0,0.0
1,56,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,28,1.0,0.0
1,39,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,50,1.0,0.0
1,36,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0,0,37,0.0,1.0
1,27,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0,0,44,0.0,1.0
1,57,0.0,4.0,3.0,1.0,3.0,1.0,0.0,0,0,80,1.0,0.0
0,27,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0,0,42,0.0,1.0
0,46,1.0,4.0,3.0,0.0,2.0,0.0,0.0,0,1977,40,1.0,0.0
1,36,0.0,0.0,5.0,1.0,2.0,3.0,0.0,0,0,50,1.0,0.0
1,39,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0,0,39,0.0,1.0
0,44,0.0,1.0,0.0,2.0,0.0,1.0,0.0,14344,0,40,0.0,1.0
0,39,0.0,1.0,0.0,2.0,2.0,1.0,0.0,14344,0,40,1.0,0.0
1,33,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,94,1.0,0.0
0,45,1.0,4.0,3.0,0.0,3.0,0.0,1.0,0,0,10,1.0,0.0
0,66,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0,0,50,0.0,1.0
1,60,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0,0,33,0.0,1.0
1,67,2.0,3.0,12.0,0.0,2.0,0.0,0.0,0,0,20,1.0,0.0
1,29,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,20,1.0,0.0
1,45,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0,0,70,1.0,0.0
1,42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1672,40,1.0,0.0
0,25,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0,0,48,0.0,1.0
0,33,0.0,4.0,9.0,1.0,3.0,1.0,0.0,0,0,40,1.0,0.0
0,48,2.0,0.0,4.0,0.0,2.0,4.0,0.0,0,0,25,0.0,1.0
1,47,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0,0,35,0.0,1.0
1,19,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0,0,40,0.0,1.0
0,41,0.0,4.0,3.0,1.0,3.0,1.0,0.0,27828,0,35,0.0,1.0
1,29,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0,0,40,0.0,1.0
1,17,0.0,3.0,13.0,1.0,1.0,5.0,0.0,0,0,48,1.0,0.0
1,50,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0,0,40,0.0,1.0
1,29,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0,0,40,1.0,0.0
0,43,2.0,4.0,9.0,0.0,3.0,0.0,0.0,0,1977,40,1.0,0.0
1,42,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0,0,40,1.0,0.0
0,54,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0,0,50,1.0,0.0
1,43,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,56,2.0,4.0,3.0,2.0,1.0,3.0,0.0,0,2339,60,0.0,1.0
1,59,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
1,44,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0,0,40,0.0,1.0
1,23,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0,0,40,0.0,1.0
0,41,0.0,1.0,0.0,0.0,3.0,0.0,0.0,7688,0,43,1.0,0.0
1,74,1.0,3.0,8.0,3.0,0.0,1.0,0.0,0,0,20,0.0,1.0
1,18,0.0,3.0,8.0,1.0,1.0,5.0,2.0,0,0,40,0.0,1.0
0,39,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0,0,50,1.0,0.0
0,51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,56,1.0,0.0
1,27,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,40,1.0,0.0
1,30,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,75,1.0,0.0
1,37,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0,0,50,1.0,0.0
1,35,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0,0,60,1.0,0.0
1,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,65,1.0,0.0
1,25,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0,0,42,1.0,0.0
1,66,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0,0,70,1.0,0.0
0,65,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,35,1.0,0.0
1,61,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0,0,40,0.0,1.0
0,43,0.0,2.0,2.0,0.0,1.0,0.0,0.0,15024,0,45,1.0,0.0
0,43,2.0,4.0,3.0,0.0,2.0,0.0,0.0,0,0,50,1.0,0.0
1,60,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0,0,35,1.0,0.0
1,23,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0,0,12,0.0,1.0
1,56,0.0,3.0,8.0,0.0,0.0,4.0,0.0,5013,0,45,0.0,1.0
1,25,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,45,1.0,0.0
1,46,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0,0,40,0.0,1.0
0,40,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0,0,45,1.0,0.0
0,42,0.0,5.0,11.0,0.0,3.0,0.0,0.0,0,1902,50,1.0,0.0
1,30,0.0,2.0,2.0,1.0,3.0,2.0,0.0,0,0,40,0.0,1.0
1,31,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0,0,60,1.0,0.0
1,22,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0,0,40,0.0,1.0
1,66,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0,0,18,0.0,1.0
0,32,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,99,1.0,0.0
1,52,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,21,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0,0,40,0.0,1.0
0,45,1.0,4.0,3.0,0.0,3.0,0.0,0.0,0,0,37,1.0,0.0
0,44,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0,0,80,1.0,0.0
0,43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,42,1.0,0.0
1,38,0.0,0.0,4.0,1.0,2.0,5.0,2.0,0,0,40,0.0,1.0
0,46,2.0,4.0,9.0,0.0,3.0,0.0,0.0,0,0,45,1.0,0.0
0,39,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0,0,40,1.0,0.0
1,23,0.0,3.0,12.0,1.0,0.0,1.0,0.0,0,0,46,1.0,0.0
1,25,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0,0,40,1.0,0.0
1,34,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0,0,44,1.0,0.0
1,43,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,50,1.0,0.0
1,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,49,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0,0,40,1.0,0.0
1,31,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0,60,1.0,0.0
0,38,0.0,2.0,2.0,0.0,3.0,4.0,0.0,7688,0,40,0.0,1.0
0,41,0.0,1.0,0.0,2.0,0.0,1.0,0.0,13550,0,44,1.0,0.0
1,36,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0,0,38,0.0,1.0
0,29,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0,0,42,1.0,0.0
1,34,0.0,3.0,12.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
1,36,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2407,0,40,1.0,0.0
0,34,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0,0,60,1.0,0.0
0,40,1.0,5.0,11.0,0.0,3.0,0.0,2.0,0,0,40,1.0,0.0
1,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,31,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,35,1.0,0.0
1,51,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0,0,60,0.0,1.0
1,28,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,45,1.0,0.0
1,41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,35,1.0,0.0
1,33,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0,0,35,0.0,1.0
1,39,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,54,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0,0,60,1.0,0.0
1,21,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0,0,35,0.0,1.0
